 54.5634832140,-2.8726167697,235.66,2016-06-05 04:42:07
 54.5636900794,-2.8741347324,233.26,2016-06-05 04:42:37
 54.5638532750,-2.8762462176,211.63,2016-06-05 04:43:07
 54.5633708127,-2.8794247191,194.80,2016-06-05 04:43:37
 54.5637908299,-2.8806765564,203.46,2016-06-05 04:44:07
 54.5632623509,-2.8797614202,208.74,2016-06-05 04:44:37
 54.5617630798,-2.8798027430,206.82,2016-06-05 04:45:07
 54.5603500586,-2.8798061796,208.26,2016-06-05 04:45:37
 54.5590276457,-2.8798600752,209.22,2016-06-05 04:46:07
 54.5572515205,-2.8789355513,200.57,2016-06-05 04:46:37
 54.5560315344,-2.8791469429,202.01,2016-06-05 04:47:07
 54.5543216262,-2.8790422529,200.57,2016-06-05 04:47:37
 54.5522701554,-2.8775334265,200.09,2016-06-05 04:48:07
 54.5512418635,-2.8762986884,205.38,2016-06-05 04:48:37
 54.5491686836,-2.8755330853,201.53,2016-06-05 04:49:07
 54.5476966538,-2.8741718642,204.42,2016-06-05 04:49:37
 54.5461451635,-2.8739167191,207.30,2016-06-05 04:50:07
 54.5444827806,-2.8740535956,207.78,2016-06-05 04:50:37
 54.5427991077,-2.8746917937,207.78,2016-06-05 04:51:07
 54.5420314930,-2.8755505197,215.95,2016-06-05 04:51:37
 54.5414076280,-2.8766550031,219.80,2016-06-05 04:52:07
 54.5406967588,-2.8772921953,226.53,2016-06-05 04:52:37
 54.5405411907,-2.8780510090,231.33,2016-06-05 04:53:07
 54.5405292884,-2.8783825971,235.66,2016-06-05 04:53:37
 54.5405381732,-2.8788790572,242.87,2016-06-05 04:54:07
 54.5404775720,-2.8795123938,250.56,2016-06-05 04:54:37
 54.5401386917,-2.8802918270,255.85,2016-06-05 04:55:07
 54.5397848077,-2.8810221422,260.65,2016-06-05 04:55:37
 54.5396245457,-2.8815926146,265.94,2016-06-05 04:56:07
 54.5394394733,-2.8821670264,271.71,2016-06-05 04:56:37
 54.5392207056,-2.8827960044,278.44,2016-06-05 04:57:07
 54.5390677359,-2.8832739405,286.13,2016-06-05 04:57:37
 54.5389801450,-2.8838288225,293.34,2016-06-05 04:58:07
 54.5388818253,-2.8842241969,297.67,2016-06-05 04:58:37
 54.5388005208,-2.8847705293,306.32,2016-06-05 04:59:07
 54.5387123432,-2.8852820769,313.05,2016-06-05 04:59:37
 54.5385893807,-2.8859040141,320.74,2016-06-05 05:00:07
 54.5385235827,-2.8865384404,328.43,2016-06-05 05:00:37
 54.5383968484,-2.8871196415,336.12,2016-06-05 05:01:07
 54.5381802600,-2.8878920339,343.81,2016-06-05 05:01:37
 54.5379907452,-2.8884411324,351.50,2016-06-05 05:02:07
 54.5377956983,-2.8890825156,357.75,2016-06-05 05:02:37
 54.5376669522,-2.8897641320,364.48,2016-06-05 05:03:07
 54.5376170799,-2.8902805410,371.69,2016-06-05 05:03:37
 54.5374319237,-2.8908598144,376.49,2016-06-05 05:04:07
 54.5373051055,-2.8912706114,381.30,2016-06-05 05:04:37
